6044,0,24,2027,2016-11-16 23:31:52.800000000,2027,1211,1,2016-11-16,Nuit,Nacht,Nacht,Night,20161116,18,781,11
7358,0,22,2029,2015-10-30 21:48:52.807000000,2029,1211,2,2015-10-30,Soir ,avond,Sound,Sound,20151030,20,781,10
6925,0,21,2031,2016-09-22 06:17:52.820000000,2031,1232,2,2016-09-22,Matin,'s morgens,Morgen ,Morning,20160922,16,717,10
7124,0,21,2032,2017-04-15 20:43:52.723000000,2032,1250,2,2017-04-15,Soir ,avond,Sound,Sound,20170415,16,671,10
7123,0,21,2032,2017-04-15 20:43:52.723000000,2032,1250,2,2017-04-15,Soir ,avond,Sound,Sound,20170415,16,671,10
5714,0,23,2033,2017-06-01 13:27:52.737000000,2033,1250,1,2017-06-01,Après-midi,na het middaguur,nach mittag,After noon,20170601,17,671,11
7266,0,21,2035,2015-09-07 23:44:52.763000000,2035,1250,2,2015-09-07,Nuit,Nacht,Nacht,Night,20150907,16,671,10
5824,0,23,2035,2015-09-07 23:44:52.763000000,2035,1250,2,2015-09-07,Nuit,Nacht,Nacht,Night,20150907,17,671,10
7481,0,22,2041,2016-01-10 20:49:52.833000000,2041,1250,1,2016-01-10,Soir ,avond,Sound,Sound,20160110,20,671,11
7383,0,22,2044,2017-03-14 10:35:52.783000000,2044,1251,1,2017-03-14,Matin,'s morgens,Morgen ,Morning,20170314,20,790,11
5999,0,24,2045,2015-06-17 13:56:52.793000000,2045,1251,2,2015-06-17,Après-midi,na het middaguur,nach mittag,After noon,20150617,18,790,10
7579,0,22,2046,2015-07-15 13:14:52.813000000,2046,1251,1,2015-07-15,Après-midi,na het middaguur,nach mittag,After noon,20150715,20,790,11
6286,0,24,2049,2015-05-17 14:15:52.773000000,2049,1252,1,2015-05-17,Après-midi,na het middaguur,nach mittag,After noon,20150517,18,713,11
5373,0,23,2050,2016-05-15 01:02:52.803000000,2050,1252,2,2016-05-15,Nuit,Nacht,Nacht,Night,20160515,17,713,10
7748,0,22,2051,2015-12-10 05:52:52.720000000,2051,1253,1,2015-12-10,Nuit,Nacht,Nacht,Night,20151210,20,620,11
7848,0,22,2052,2015-08-31 21:37:52.777000000,2052,1253,2,2015-08-31,Soir ,avond,Sound,Sound,20150831,20,620,10
6071,0,24,2053,2016-09-10 06:55:52.783000000,2053,1253,2,2016-09-10,Matin,'s morgens,Morgen ,Morning,20160910,18,620,10
6894,0,21,2054,2016-07-14 09:41:52.817000000,2054,1253,1,2016-07-14,Matin,'s morgens,Morgen ,Morning,20160714,16,620,11
6859,0,22,2060,2017-01-30 20:46:52.713000000,2060,1212,2,2017-01-30,Soir ,avond,Sound,Sound,20170130,20,745,10
6941,0,21,2066,2016-10-27 01:58:52.830000000,2066,1220,1,2016-10-27,Nuit,Nacht,Nacht,Night,20161027,16,785,11
6943,0,21,2066,2016-10-27 01:58:52.830000000,2066,1220,1,2016-10-27,Nuit,Nacht,Nacht,Night,20161027,16,785,11
6178,0,24,2066,2016-10-27 01:58:52.830000000,2066,1220,1,2016-10-27,Nuit,Nacht,Nacht,Night,20161027,18,785,11
5703,0,23,2068,2016-08-20 22:03:52.743000000,2068,1221,1,2016-08-20,Soir ,avond,Sound,Sound,20160820,17,638,11
6366,0,24,2069,2017-06-22 12:53:52.743000000,2069,1221,1,2017-06-22,Après-midi,na het middaguur,nach mittag,After noon,20170622,18,638,11
5949,0,23,2070,2016-09-28 08:44:52.757000000,2070,1221,1,2016-09-28,Matin,'s morgens,Morgen ,Morning,20160928,17,638,11
7916,0,22,2070,2016-09-28 08:44:52.757000000,2070,1221,1,2016-09-28,Matin,'s morgens,Morgen ,Morning,20160928,20,638,11
5735,0,23,2072,2016-02-01 04:32:52.717000000,2072,1222,2,2016-02-01,Nuit,Nacht,Nacht,Night,20160201,17,706,10
6523,0,24,2073,2016-05-23 08:06:52.770000000,2073,1222,2,2016-05-23,Matin,'s morgens,Morgen ,Morning,20160523,18,706,10
5453,0,23,2074,2017-01-16 19:16:52.787000000,2074,1222,1,2017-01-16,Soir ,avond,Sound,Sound,20170116,17,706,11
6104,0,24,2074,2017-01-16 19:16:52.787000000,2074,1222,1,2017-01-16,Soir ,avond,Sound,Sound,20170116,18,706,11
6365,0,24,2076,2017-06-17 11:32:52.743000000,2076,1223,2,2017-06-17,Matin,'s morgens,Morgen ,Morning,20170617,18,617,10
6086,0,24,2077,2016-05-03 15:33:52.777000000,2077,1223,2,2016-05-03,Après-midi,na het middaguur,nach mittag,After noon,20160503,18,617,10
7197,0,21,2077,2016-05-03 15:33:52.777000000,2077,1223,2,2016-05-03,Après-midi,na het middaguur,nach mittag,After noon,20160503,16,617,10
5467,0,23,2078,2016-01-13 04:18:52.783000000,2078,1223,2,2016-01-13,Nuit,Nacht,Nacht,Night,20160113,17,617,10
5466,0,23,2078,2016-01-13 04:18:52.783000000,2078,1223,2,2016-01-13,Nuit,Nacht,Nacht,Night,20160113,17,617,10
7743,0,22,2081,2017-07-31 08:27:52.717000000,2081,1224,1,2017-07-31,Matin,'s morgens,Morgen ,Morning,20170731,20,643,11
7788,0,22,2082,2017-02-28 08:28:52.723000000,2082,1224,2,2017-02-28,Matin,'s morgens,Morgen ,Morning,20170228,20,643,10
5426,0,23,2085,2016-03-24 15:39:52.773000000,2085,1224,1,2016-03-24,Après-midi,na het middaguur,nach mittag,After noon,20160324,17,643,11
7429,0,22,2086,2016-01-29 07:08:52.790000000,2086,1224,1,2016-01-29,Matin,'s morgens,Morgen ,Morning,20160129,20,643,11
7367,0,22,2088,2016-10-17 18:52:52.803000000,2088,1224,1,2016-10-17,Soir ,avond,Sound,Sound,20161017,20,643,11
6038,0,24,2089,2016-02-19 01:40:52.807000000,2089,1224,2,2016-02-19,Nuit,Nacht,Nacht,Night,20160219,18,643,10
7626,0,22,2092,2016-03-04 05:40:52.777000000,2092,1219,2,2016-03-04,Nuit,Nacht,Nacht,Night,20160304,20,732,10
6498,0,24,2093,2017-03-22 15:47:52.757000000,2093,1219,2,2017-03-22,Après-midi,na het middaguur,nach mittag,After noon,20170322,18,732,10
7184,0,21,2094,2016-09-09 04:53:52.780000000,2094,1212,2,2016-09-09,Nuit,Nacht,Nacht,Night,20160909,16,745,10
7409,0,22,2094,2016-09-09 04:53:52.780000000,2094,1212,2,2016-09-09,Nuit,Nacht,Nacht,Night,20160909,20,745,10
6184,0,24,2098,2016-10-19 06:00:52.833000000,2098,1213,2,2016-10-19,Matin,'s morgens,Morgen ,Morning,20161019,18,647,10
6525,0,24,2101,2016-11-28 01:33:52.773000000,2101,1214,1,2016-11-28,Nuit,Nacht,Nacht,Night,20161128,18,686,11
7352,0,22,2102,2017-02-27 04:15:52.810000000,2102,1214,1,2017-02-27,Nuit,Nacht,Nacht,Night,20170227,20,686,11
5908,0,23,2104,2016-05-17 12:05:52.750000000,2104,1215,2,2016-05-17,Après-midi,na het middaguur,nach mittag,After noon,20160517,17,727,10
5914,0,23,2104,2016-05-17 12:05:52.750000000,2104,1215,2,2016-05-17,Après-midi,na het middaguur,nach mittag,After noon,20160517,17,727,10
7850,0,22,2105,2016-12-30 08:27:52.777000000,2105,1215,2,2016-12-30,Matin,'s morgens,Morgen ,Morning,20161230,20,727,10
6349,0,24,2109,2015-10-10 15:22:52.737000000,2109,1216,2,2015-10-10,Après-midi,na het middaguur,nach mittag,After noon,20151010,18,802,10
6374,0,24,2110,2017-06-30 13:01:52.737000000,2110,1216,2,2017-06-30,Après-midi,na het middaguur,nach mittag,After noon,20170630,18,802,10
7604,0,22,2111,2017-04-29 13:15:52.780000000,2111,1216,1,2017-04-29,Après-midi,na het middaguur,nach mittag,After noon,20170429,20,802,11
7402,0,22,2111,2017-04-29 13:15:52.780000000,2111,1216,1,2017-04-29,Après-midi,na het middaguur,nach mittag,After noon,20170429,20,802,11
7711,0,22,2112,2017-05-02 18:11:52.717000000,2112,1217,1,2017-05-02,Soir ,avond,Sound,Sound,20170502,20,739,11
7202,0,21,2113,2017-08-31 01:44:52.777000000,2113,1217,2,2017-08-31,Nuit,Nacht,Nacht,Night,20170831,16,739,10
7419,0,22,2114,2015-09-20 19:48:52.797000000,2114,1217,1,2015-09-20,Soir ,avond,Sound,Sound,20150920,20,739,11
6562,0,24,2118,2016-02-28 15:09:52.750000000,2118,1218,2,2016-02-28,Après-midi,na het middaguur,nach mittag,After noon,20160228,18,696,10
7269,0,21,2119,2016-10-10 10:32:52.763000000,2119,1218,1,2016-10-10,Matin,'s morgens,Morgen ,Morning,20161010,16,696,11
5756,0,23,2120,2017-07-15 16:46:52.713000000,2120,1219,2,2017-07-15,Après-midi,na het middaguur,nach mittag,After noon,20170715,17,732,10
7079,0,21,2120,2017-07-15 16:46:52.713000000,2120,1219,2,2017-07-15,Après-midi,na het middaguur,nach mittag,After noon,20170715,16,732,10
5736,0,23,2121,2015-11-22 20:29:52.717000000,2121,1219,1,2015-11-22,Soir ,avond,Sound,Sound,20151122,17,732,11
5506,0,23,2124,2016-06-04 11:00:52.823000000,2124,1249,2,2016-06-04,Matin,'s morgens,Morgen ,Morning,20160604,17,707,10
6108,0,24,2125,2015-12-10 19:43:52.790000000,2125,1249,2,2015-12-10,Soir ,avond,Sound,Sound,20151210,18,707,10
6790,0,21,2125,2015-12-10 19:43:52.790000000,2125,1249,2,2015-12-10,Soir ,avond,Sound,Sound,20151210,16,707,10
7385,0,22,2126,2016-05-18 06:48:52.783000000,2126,1235,1,2016-05-18,Matin,'s morgens,Morgen ,Morning,20160518,20,772,11
7611,0,22,2127,2015-12-11 01:13:52.823000000,2127,1235,1,2015-12-11,Nuit,Nacht,Nacht,Night,20151211,20,772,11
6175,0,24,2128,2016-05-06 03:36:52.830000000,2128,1235,2,2016-05-06,Nuit,Nacht,Nacht,Night,20160506,18,772,10
7066,0,21,2129,2016-11-04 17:18:52.720000000,2129,1236,2,2016-11-04,Soir ,avond,Sound,Sound,20161104,16,619,10
6981,0,21,2130,2017-01-11 10:52:52.737000000,2130,1236,1,2017-01-11,Matin,'s morgens,Morgen ,Morning,20170111,16,619,11
6380,0,24,2130,2017-01-11 10:52:52.737000000,2130,1236,1,2017-01-11,Matin,'s morgens,Morgen ,Morning,20170111,18,619,11
6524,0,24,2133,2015-12-20 04:35:52.773000000,2133,1236,2,2015-12-20,Nuit,Nacht,Nacht,Night,20151220,18,619,10
7867,0,22,2133,2015-12-20 04:35:52.773000000,2133,1236,2,2015-12-20,Nuit,Nacht,Nacht,Night,20151220,20,619,10
6398,0,24,2136,2017-02-06 19:30:52.717000000,2136,1237,2,2017-02-06,Soir ,avond,Sound,Sound,20170206,18,729,10
6824,0,21,2141,2017-03-27 08:38:52.830000000,2141,1238,1,2017-03-27,Matin,'s morgens,Morgen ,Morning,20170327,16,615,11
6809,0,21,2142,2016-12-05 15:58:52.833000000,2142,1238,2,2016-12-05,Après-midi,na het middaguur,nach mittag,After noon,20161205,16,615,10
5936,0,23,2147,2016-06-10 09:33:52.753000000,2147,1239,1,2016-06-10,Matin,'s morgens,Morgen ,Morning,20160610,17,644,11
7176,0,21,2148,2016-03-28 22:44:52.780000000,2148,1239,1,2016-03-28,Soir ,avond,Sound,Sound,20160328,16,644,11
6347,0,24,2150,2016-10-29 15:07:52.737000000,2150,1240,2,2016-10-29,Après-midi,na het middaguur,nach mittag,After noon,20161029,18,605,10
7879,0,22,2151,2016-03-07 05:28:52.750000000,2151,1240,1,2016-03-07,Nuit,Nacht,Nacht,Night,20160307,20,605,11
6723,0,21,2152,2016-01-09 18:15:52.787000000,2152,1240,2,2016-01-09,Soir ,avond,Sound,Sound,20160109,16,605,10
7324,0,22,2154,2016-05-02 10:48:52.797000000,2154,1240,2,2016-05-02,Matin,'s morgens,Morgen ,Morning,20160502,20,605,10
5891,0,23,2155,2016-05-13 17:24:52.770000000,2155,1235,1,2016-05-13,Soir ,avond,Sound,Sound,20160513,17,772,11
6074,0,24,2157,2016-06-08 23:45:52.783000000,2157,1307,1,2016-06-08,Nuit,Nacht,Nacht,Night,20160608,18,639,11
6073,0,24,2157,2016-06-08 23:45:52.783000000,2157,1307,1,2016-06-08,Nuit,Nacht,Nacht,Night,20160608,18,639,11
7090,0,21,2159,2016-08-12 11:20:52.720000000,2159,1306,2,2016-08-12,Matin,'s morgens,Morgen ,Morning,20160812,16,669,10
7895,0,22,2160,2015-11-16 03:52:52.743000000,2160,1306,2,2015-11-16,Nuit,Nacht,Nacht,Night,20151116,20,669,10
7389,0,22,2162,2017-02-13 14:57:52.783000000,2162,1306,1,2017-02-13,Après-midi,na het middaguur,nach mittag,After noon,20170213,20,669,11
7321,0,22,2163,2015-12-28 08:18:52.797000000,2163,1306,2,2015-12-28,Matin,'s morgens,Morgen ,Morning,20151228,20,669,10
7353,0,22,2167,2016-03-27 05:00:52.810000000,2167,1293,2,2016-03-27,Nuit,Nacht,Nacht,Night,20160327,20,636,10
6291,0,24,2169,2015-06-13 10:46:52.820000000,2169,1293,1,2015-06-13,Matin,'s morgens,Morgen ,Morning,20150613,18,636,11
5956,0,23,2172,2016-01-29 00:18:52.757000000,2172,1233,2,2016-01-29,Nuit,Nacht,Nacht,Night,20160129,17,771,10
5371,0,23,2174,2017-10-18 01:37:52.803000000,2174,1233,2,2017-10-18,Nuit,Nacht,Nacht,Night,20171018,17,771,10
6848,0,21,2176,2017-05-21 08:59:52.840000000,2176,1233,2,2017-05-21,Matin,'s morgens,Morgen ,Morning,20170521,16,771,10
7356,0,22,2179,2015-09-01 09:53:52.810000000,2179,1234,1,2015-09-01,Matin,'s morgens,Morgen ,Morning,20150901,20,629,11
6514,0,24,2184,2016-02-15 00:20:52.767000000,2184,1235,2,2016-02-15,Nuit,Nacht,Nacht,Night,20160215,18,772,10
6054,0,24,2185,2017-02-26 13:21:52.803000000,2185,1240,2,2017-02-26,Après-midi,na het middaguur,nach mittag,After noon,20170226,18,605,10
7688,0,22,2188,2016-10-04 20:41:52.740000000,2188,1247,2,2016-10-04,Soir ,avond,Sound,Sound,20161004,20,714,10
6803,0,21,2192,2017-01-28 06:30:52.813000000,2192,1247,2,2017-01-28,Matin,'s morgens,Morgen ,Morning,20170128,16,714,10
5583,0,23,2193,2015-06-13 05:46:52.813000000,2193,1247,2,2015-06-13,Nuit,Nacht,Nacht,Night,20150613,17,714,10
5683,0,23,2198,2015-06-06 17:02:52.730000000,2198,1248,2,2015-06-06,Soir ,avond,Sound,Sound,20150606,17,730,10
7636,0,22,2199,2016-09-28 16:56:52.737000000,2199,1248,2,2016-09-28,Après-midi,na het middaguur,nach mittag,After noon,20160928,20,730,10
6384,0,24,2200,2017-07-18 01:13:52.740000000,2200,1248,1,2017-07-18,Nuit,Nacht,Nacht,Night,20170718,18,730,11
6792,0,21,2202,2016-08-02 09:34:52.790000000,2202,1248,1,2016-08-02,Matin,'s morgens,Morgen ,Morning,20160802,16,730,11
6392,0,24,2206,2016-08-17 19:49:52.713000000,2206,1249,1,2016-08-17,Soir ,avond,Sound,Sound,20160817,18,707,11
6393,0,24,2206,2016-08-17 19:49:52.713000000,2206,1249,1,2016-08-17,Soir ,avond,Sound,Sound,20160817,18,707,11
6453,0,24,2207,2016-12-19 11:28:52.723000000,2207,1249,2,2016-12-19,Matin,'s morgens,Morgen ,Morning,20161219,18,707,10
6314,0,24,2208,2016-03-25 11:03:52.730000000,2208,1249,2,2016-03-25,Matin,'s morgens,Morgen ,Morning,20160325,18,707,10
6315,0,24,2208,2016-03-25 11:03:52.730000000,2208,1249,2,2016-03-25,Matin,'s morgens,Morgen ,Morning,20160325,18,707,10
5659,0,23,2209,2015-10-26 15:23:52.733000000,2209,1249,1,2015-10-26,Après-midi,na het middaguur,nach mittag,After noon,20151026,17,707,11
7908,0,22,2210,2016-08-10 11:12:52.747000000,2210,1249,2,2016-08-10,Matin,'s morgens,Morgen ,Morning,20160810,20,707,10
7132,0,21,2210,2016-08-10 11:12:52.747000000,2210,1249,2,2016-08-10,Matin,'s morgens,Morgen ,Morning,20160810,16,707,10
7275,0,21,2210,2016-08-10 11:12:52.747000000,2210,1249,2,2016-08-10,Matin,'s morgens,Morgen ,Morning,20160810,16,707,10
7406,0,22,2212,2017-01-05 16:47:52.780000000,2212,1249,1,2017-01-05,Après-midi,na het middaguur,nach mittag,After noon,20170105,20,707,11
5451,0,23,2214,2017-01-08 18:19:52.787000000,2214,1249,1,2017-01-08,Soir ,avond,Sound,Sound,20170108,17,707,11
5762,0,23,2215,2016-04-16 18:25:52.713000000,2215,1247,2,2016-04-16,Soir ,avond,Sound,Sound,20160416,17,714,10
6221,0,24,2223,2016-11-20 20:45:52.837000000,2223,1241,1,2016-11-20,Soir ,avond,Sound,Sound,20161120,18,637,11
5804,0,23,2225,2017-03-01 14:45:52.723000000,2225,1242,1,2017-03-01,Après-midi,na het middaguur,nach mittag,After noon,20170301,17,728,11
6471,0,24,2225,2017-03-01 14:45:52.723000000,2225,1242,1,2017-03-01,Après-midi,na het middaguur,nach mittag,After noon,20170301,18,728,11
7876,0,22,2227,2017-05-29 23:00:52.750000000,2227,1242,2,2017-05-29,Nuit,Nacht,Nacht,Night,20170529,20,728,10
6734,0,21,2231,2016-09-19 00:51:52.787000000,2231,1243,2,2016-09-19,Nuit,Nacht,Nacht,Night,20160919,16,798,10
7421,0,22,2231,2016-09-19 00:51:52.787000000,2231,1243,2,2016-09-19,Nuit,Nacht,Nacht,Night,20160919,20,798,10
6116,0,24,2232,2017-05-02 18:27:52.790000000,2232,1249,1,2017-05-02,Soir ,avond,Sound,Sound,20170502,18,707,11
7441,0,22,2232,2017-05-02 18:27:52.790000000,2232,1249,1,2017-05-02,Soir ,avond,Sound,Sound,20170502,20,707,11
6114,0,24,2233,2016-12-11 19:42:52.790000000,2233,1243,1,2016-12-11,Soir ,avond,Sound,Sound,20161211,18,798,11
5812,0,23,2236,2016-09-12 21:31:52.723000000,2236,1244,1,2016-09-12,Soir ,avond,Sound,Sound,20160912,17,656,11
7752,0,22,2236,2016-09-12 21:31:52.723000000,2236,1244,1,2016-09-12,Soir ,avond,Sound,Sound,20160912,20,656,11
7625,0,22,2244,2016-03-22 02:24:52.777000000,2244,1245,1,2016-03-22,Nuit,Nacht,Nacht,Night,20160322,20,673,11
6255,0,24,2249,2017-05-20 10:55:52.810000000,2249,1224,2,2017-05-20,Matin,'s morgens,Morgen ,Morning,20170520,18,643,10
5419,0,23,2251,2017-02-18 21:27:52.780000000,2251,1259,2,2017-02-18,Soir ,avond,Sound,Sound,20170218,17,663,10
7410,0,22,2251,2017-02-18 21:27:52.780000000,2251,1259,2,2017-02-18,Soir ,avond,Sound,Sound,20170218,20,663,10
5399,0,23,2253,2017-05-08 09:13:52.800000000,2253,1259,1,2017-05-08,Matin,'s morgens,Morgen ,Morning,20170508,17,663,11
6046,0,24,2253,2017-05-08 09:13:52.800000000,2253,1259,1,2017-05-08,Matin,'s morgens,Morgen ,Morning,20170508,18,663,11
6050,0,24,2254,2015-11-28 22:43:52.803000000,2254,1259,2,2015-11-28,Soir ,avond,Sound,Sound,20151128,18,663,10
7313,0,22,2254,2015-11-28 22:43:52.803000000,2254,1259,2,2015-11-28,Soir ,avond,Sound,Sound,20151128,20,663,10
6657,0,21,2254,2015-11-28 22:43:52.803000000,2254,1259,2,2015-11-28,Soir ,avond,Sound,Sound,20151128,16,663,10
7615,0,22,2256,2016-03-20 20:35:52.823000000,2256,1259,2,2016-03-20,Soir ,avond,Sound,Sound,20160320,20,663,10
6271,0,24,2256,2016-03-20 20:35:52.823000000,2256,1259,2,2016-03-20,Soir ,avond,Sound,Sound,20160320,18,663,10
7489,0,22,2257,2015-06-04 16:21:52.830000000,2257,1259,2,2015-06-04,Après-midi,na het middaguur,nach mittag,After noon,20150604,20,663,10
7488,0,22,2257,2015-06-04 16:21:52.830000000,2257,1259,2,2015-06-04,Après-midi,na het middaguur,nach mittag,After noon,20150604,20,663,10
6298,0,24,2259,2016-08-24 22:14:52.820000000,2259,1260,1,2016-08-24,Soir ,avond,Sound,Sound,20160824,18,736,11
6297,0,24,2259,2016-08-24 22:14:52.820000000,2259,1260,1,2016-08-24,Soir ,avond,Sound,Sound,20160824,18,736,11
6901,0,21,2259,2016-08-24 22:14:52.820000000,2259,1260,1,2016-08-24,Soir ,avond,Sound,Sound,20160824,16,736,11
7635,0,22,2261,2016-04-12 20:31:52.733000000,2261,1261,1,2016-04-12,Soir ,avond,Sound,Sound,20160412,20,800,11
6967,0,21,2262,2017-08-30 04:36:52.780000000,2262,1261,2,2017-08-30,Nuit,Nacht,Nacht,Night,20170830,16,800,10
6697,0,21,2264,2016-09-29 01:58:52.810000000,2264,1261,1,2016-09-29,Nuit,Nacht,Nacht,Night,20160929,16,800,11
6689,0,21,2264,2016-09-29 01:58:52.810000000,2264,1261,1,2016-09-29,Nuit,Nacht,Nacht,Night,20160929,16,800,11
7775,0,22,2267,2015-10-01 07:40:52.720000000,2267,1262,1,2015-10-01,Matin,'s morgens,Morgen ,Morning,20151001,20,708,11
7095,0,21,2268,2016-09-15 18:35:52.727000000,2268,1262,1,2016-09-15,Soir ,avond,Sound,Sound,20160915,16,708,11
5829,0,23,2271,2017-07-27 00:39:52.763000000,2271,1262,2,2017-07-27,Nuit,Nacht,Nacht,Night,20170727,17,708,10
6767,0,21,2272,2015-07-03 22:44:52.793000000,2272,1262,1,2015-07-03,Soir ,avond,Sound,Sound,20150703,16,708,11
6000,0,24,2272,2015-07-03 22:44:52.793000000,2272,1262,1,2015-07-03,Soir ,avond,Sound,Sound,20150703,18,708,11
5341,0,23,2272,2015-07-03 22:44:52.793000000,2272,1262,1,2015-07-03,Soir ,avond,Sound,Sound,20150703,17,708,11
6289,0,24,2274,2017-03-26 11:07:52.817000000,2274,1263,1,2017-03-26,Matin,'s morgens,Morgen ,Morning,20170326,18,724,11
6889,0,21,2274,2017-03-26 11:07:52.817000000,2274,1263,1,2017-03-26,Matin,'s morgens,Morgen ,Morning,20170326,16,724,11
5847,0,23,2275,2016-11-12 08:59:52.760000000,2275,1264,1,2016-11-12,Matin,'s morgens,Morgen ,Morning,20161112,17,723,11
6488,0,24,2276,2015-10-31 11:18:52.767000000,2276,1264,2,2015-10-31,Matin,'s morgens,Morgen ,Morning,20151031,18,723,10
7812,0,22,2276,2015-10-31 11:18:52.767000000,2276,1264,2,2015-10-31,Matin,'s morgens,Morgen ,Morning,20151031,20,723,10
6597,0,24,2278,2016-12-19 03:30:52.750000000,2278,1259,2,2016-12-19,Nuit,Nacht,Nacht,Night,20161219,18,663,10
6839,0,21,2279,2016-03-19 23:04:52.830000000,2279,1264,1,2016-03-19,Nuit,Nacht,Nacht,Night,20160319,16,723,11
6377,0,24,2280,2016-09-21 00:59:52.737000000,2280,1259,1,2016-09-21,Nuit,Nacht,Nacht,Night,20160921,18,663,11
7667,0,22,2281,2017-04-28 00:41:52.737000000,2281,1258,2,2017-04-28,Nuit,Nacht,Nacht,Night,20170428,20,640,10
5492,0,23,2283,2016-02-19 22:43:52.830000000,2283,1304,2,2016-02-19,Soir ,avond,Sound,Sound,20160219,17,625,10
6153,0,24,2283,2016-02-19 22:43:52.830000000,2283,1304,2,2016-02-19,Soir ,avond,Sound,Sound,20160219,18,625,10
5834,0,23,2284,2016-03-22 10:00:52.763000000,2284,1282,2,2016-03-22,Matin,'s morgens,Morgen ,Morning,20160322,17,657,10
5941,0,23,2288,2016-02-12 04:53:52.757000000,2288,1281,1,2016-02-12,Nuit,Nacht,Nacht,Night,20160212,17,731,11
7814,0,22,2289,2016-03-17 07:18:52.763000000,2289,1281,1,2016-03-17,Matin,'s morgens,Morgen ,Morning,20160317,20,731,11
5546,0,23,2292,2017-03-11 10:13:52.837000000,2292,1281,2,2017-03-11,Matin,'s morgens,Morgen ,Morning,20170311,17,731,10
6593,0,24,2294,2017-07-15 07:54:52.747000000,2294,1280,2,2017-07-15,Matin,'s morgens,Morgen ,Morning,20170715,18,721,10
5912,0,23,2296,2016-09-05 02:16:52.750000000,2296,1280,2,2016-09-05,Nuit,Nacht,Nacht,Night,20160905,17,721,10
6624,0,24,2296,2016-09-05 02:16:52.750000000,2296,1280,2,2016-09-05,Nuit,Nacht,Nacht,Night,20160905,18,721,10
7234,0,21,2296,2016-09-05 02:16:52.750000000,2296,1280,2,2016-09-05,Nuit,Nacht,Nacht,Night,20160905,16,721,10
6663,0,21,2298,2016-04-28 12:44:52.800000000,2298,1280,2,2016-04-28,Après-midi,na het middaguur,nach mittag,After noon,20160428,16,721,10
6416,0,24,2299,2016-05-03 01:51:52.707000000,2299,1279,2,2016-05-03,Nuit,Nacht,Nacht,Night,20160503,18,665,10
7051,0,21,2300,2016-01-20 06:24:52.717000000,2300,1279,2,2016-01-20,Matin,'s morgens,Morgen ,Morning,20160120,16,665,10
6320,0,24,2302,2016-02-05 13:48:52.733000000,2302,1279,2,2016-02-05,Après-midi,na het middaguur,nach mittag,After noon,20160205,18,665,10
6529,0,24,2304,2015-12-18 01:44:52.773000000,2304,1279,2,2015-12-18,Nuit,Nacht,Nacht,Night,20151218,18,665,10
7637,0,22,2309,2015-12-22 17:27:52.737000000,2309,1259,2,2015-12-22,Soir ,avond,Sound,Sound,20151222,20,663,10
7016,0,21,2312,2017-01-27 02:43:52.743000000,2312,1265,2,2017-01-27,Nuit,Nacht,Nacht,Night,20170127,16,718,10
5773,0,23,2317,2016-05-26 04:46:52.720000000,2317,1273,1,2016-05-26,Nuit,Nacht,Nacht,Night,20160526,17,634,11
5378,0,23,2323,2017-08-17 21:55:52.807000000,2323,1273,1,2017-08-17,Soir ,avond,Sound,Sound,20170817,17,634,11
7539,0,22,2325,2017-04-29 15:54:52.837000000,2325,1273,2,2017-04-29,Après-midi,na het middaguur,nach mittag,After noon,20170429,20,634,10
